Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04,6.453205046085334,6.485557176400994,6.4214576435770745,6.4707417488098145,493729600,0.0,0.0
2010-01-05,6.488580830861774,6.5185140481566775,6.447762109994914,6.481928825378418,601904800,0.0,0.0
2010-01-06,6.481928850941136,6.507629377628996,6.372173182173515,6.3788251876831055,552160000,0.0,0.0
2010-01-07,6.402410137090352,6.409969235882122,6.320773484899995,6.367033958435059,477131200,0.0,0.0
2010-01-08,6.358566870551186,6.409967924438474,6.321075362975318,6.40936279296875,447610800,0.0,0.0
2010-01-11,6.434154313271489,6.440201589267839,6.302629289870765,6.352820873260498,462229600,0.0,0.0
2010-01-12,6.32500438653,6.342541894453905,6.241252017760603,6.280558109283447,594459600,0.0,0.0
2010-01-13,6.285095343010191,6.377615874461221,6.171106570068302,6.369149684906006,605892000,0.0,0.0
2010-01-14,6.352821826984548,6.363404157876857,6.319864571546684,6.332261085510254,432894000,0.0,0.0
2010-01-15,6.377614915387745,6.397873294491243,6.224622431786936,6.226436614990234,594067600,0.0,0.0
2010-01-19,6.299003586153532,6.5064203962002685,6.266047129116394,6.501884937286377,730007600,0.0,0.0
2010-01-20,6.497953821461314,6.51730470799126,6.334378983221044,6.4018049240112305,612152800,0.0,0.0
2010-01-21,6.412386936442975,6.449576484404244,6.2651385456201645,6.291141033172607,608154400,0.0,0.0
2010-01-22,6.252139330161653,6.273908728846984,5.961272050738871,5.9791107177734375,881767600,0.0,0.0
2010-01-25,6.123031651065935,6.189247330961395,6.052884836528271,6.139963626861572,1065699600,0.0,0.0
2010-01-26,6.227041293613367,6.461670404751828,6.125147093305518,6.226738929748535,1867110000,0.0,0.0
2010-01-27,6.254253500214863,6.367032400765833,6.032927986020522,6.285396575927734,1722568400,0.0,0.0
2010-01-28,6.19620000365159,6.213433932709593,6.007831394922389,6.025670051574707,1173502400,0.0,0.0
2010-01-29,6.079792038850952,6.113655974942192,5.752339330455354,5.807065963745117,1245952400,0.0,0.0
2010-02-01,5.816439677280666,5.92619532349218,5.7840875554220705,5.887795925140381,749876400,0.0,0.0
2010-02-02,5.923474007062329,5.935870519250629,5.846977579939186,5.921961784362793,698342400,0.0,0.0
2010-02-03,5.901100682572742,6.053186486568075,5.8784237949831,6.023857593536377,615328000,0.0,0.0
2010-02-04,5.9482692721477886,5.99785615032561,5.792253517903072,5.806766986846924,757652000,0.0,0.0
2010-02-05,5.8243016919605655,5.92619588844463,5.770481733420368,5.909868240356445,850306800,0.0,0.0
2010-02-08,5.916822174755507,5.983038234531165,5.865723498133103,5.869351863861084,478270800,0.0,0.0
2010-02-09,5.938895475016419,5.971549967707832,5.888401916531538,5.931941509246826,632886800,0.0,0.0
2010-02-10,5.922869795468847,5.944338033891215,5.873586099505739,5.899588584899902,370361600,0.0,0.0
2010-02-11,5.89233249748583,6.039580478438134,5.867539062862185,6.006925582885742,550345600,0.0,0.0
2010-02-12,5.989992231113401,6.096724638409547,5.911077294549965,6.058627605438232,655468800,0.0,0.0
2010-02-16,6.105796647508827,6.158709116578647,6.093097767965298,6.1499409675598145,543737600,0.0,0.0
2010-02-17,6.173825015328584,6.1774533808548995,6.073139890423199,6.124238967895508,436396800,0.0,0.0
2010-02-18,6.096421941093669,6.164755360607765,6.074954916130881,6.13572883605957,422825200,0.0,0.0
2010-02-19,6.103377247999047,6.143892791799748,6.0806999598250755,6.097631931304932,415469600,0.0,0.0
2010-02-22,6.117891355258671,6.122728773873224,6.022648747086132,6.05983829498291,390563600,0.0,0.0
2010-02-23,6.047137742375901,6.087351321779407,5.917426897233318,5.958244800567627,575094800,0.0,0.0
2010-02-24,5.9936215952952505,6.090678376765397,5.9818294046507035,6.067094802856445,460566400,0.0,0.0
2010-02-25,5.9679222853315,6.1336136676956965,5.953106857736941,6.107611179351807,665126000,0.0,0.0
2010-02-26,6.11910024078059,6.203457746474147,6.107610816809492,6.186828136444092,507460800,0.0,0.0
2010-03-01,6.220993066311288,6.334377076167914,6.211922555441563,6.318957328796387,550093600,0.0,0.0
2010-03-02,6.347379486379866,6.374591831383772,6.281163412651496,6.314725399017334,566546400,0.0,0.0
2010-03-03,6.317447029626386,6.34556606594357,6.287211445934124,6.329238414764404,372052800,0.0,0.0
2010-03-04,6.327727624304851,6.377313692640682,6.3080735657289235,6.370964050292969,366041200,0.0,0.0
2010-03-05,6.498861590032254,6.642783587572167,6.489488308437938,6.6201066970825195,899620400,0.0,0.0
2010-03-08,6.652155344768626,6.654573852050201,6.598940514462408,6.6240363121032715,429889600,0.0,0.0
2010-03-09,6.600754391996784,6.803030968352817,6.588055513673775,6.743164539337158,920259200,0.0,0.0
2010-03-10,6.7676578136065375,6.817546655274501,6.748609288069286,6.7981953620910645,596218000,0.0,0.0
2010-03-11,6.770076670164271,6.818150520324707,6.752237196905956,6.818150520324707,405700400,0.0,0.0
2010-03-12,6.874689766360567,6.885574866150812,6.8257084320648564,6.851408958435059,416323600,0.0,0.0
2010-03-15,6.814520988515535,6.818148547527905,6.659411554755908,6.767958164215088,493502800,0.0,0.0
2010-03-16,6.7782378514648025,6.802426152367127,6.727744298995381,6.786401271820068,446908000,0.0,0.0
2010-03-17,6.800008940721618,6.846874138659325,6.750725235041389,6.776425361633301,450956800,0.0,0.0
2010-03-18,6.775818105095282,6.803030851799929,6.730767505866703,6.7924485206604,342109600,0.0,0.0
2010-03-19,6.796683217427869,6.81028919029878,6.689043679084442,6.719884395599365,559445600,0.0,0.0
2010-03-22,6.666065049366123,6.833268661314003,6.656389404076625,6.795473575592041,456419600,0.0,0.0
2010-03-23,6.822381203260229,6.917321836336843,6.775817978261765,6.904622554779053,602431200,0.0,0.0
2010-03-24,6.882854324211114,6.960257867218145,6.878923189853117,6.93516206741333,597780400,0.0,0.0
2010-03-25,6.982027087441416,6.9835393105817065,6.840825976625101,6.8529205322265625,542284400,0.0,0.0
2010-03-26,6.922462683102089,7.013169418322488,6.910368128787318,6.981422424316406,640875200,0.0,0.0
2010-03-29,7.044915733128498,7.071220172142312,7.003190336927335,7.026471138000488,540744400,0.0,0.0
2010-03-30,7.153763707945383,7.180371722710186,7.08270942504117,7.131086826324463,527310000,0.0,0.0
2010-03-31,7.1202048763188746,7.154068826130234,7.08906179794886,7.105388641357422,430659600,0.0,0.0
2010-04-01,7.17825561949058,7.218166031587606,7.037357299651438,7.134716033935547,603145200,0.0,0.0
2010-04-05,7.104782965371882,7.211514571102391,7.0984329212773964,7.210909843444824,684507600,0.0,0.0
2010-04-06,7.202140767311629,7.263821365669093,7.165857919916661,7.242656707763672,447017200,0.0,0.0
2010-04-07,7.242961893162674,7.314620932183063,7.216051907578204,7.274709701538086,628502000,0.0,0.0
2010-04-08,7.269869420637471,7.303128633699198,7.197303718070062,7.255053997039795,572989200,0.0,0.0
2010-04-09,7.299806108183809,7.313714849859766,7.270477208774696,7.310690402984619,334182800,0.0,0.0
2010-04-12,7.323085892557961,7.349391148777233,7.311294103874911,7.325807571411133,333026400,0.0,0.0
2010-04-13,7.312805018969765,7.34122641376386,7.290127326310924,7.330038547515869,306210800,0.0,0.0
2010-04-14,7.41621094969892,7.432235830030174,7.379626134984584,7.42860746383667,404076400,0.0,0.0
2010-04-15,7.4313292668423045,7.529595511790821,7.423165845573104,7.526269912719727,376784800,0.0,0.0
2010-04-16,7.515686757417927,7.593393065243889,7.39413970446287,7.480311393737793,750545600,0.0,0.0
2010-04-19,7.469122690409975,7.495125171570229,7.310082550486037,7.470332145690918,566924400,0.0,0.0
2010-04-20,7.514781871146865,7.536249308563337,7.346066818787981,7.395350933074951,738326400,0.0,0.0
2010-04-21,7.824996318332541,7.86883866795478,7.732172645286997,7.837695598602295,982391200,0.0,0.0
2010-04-22,7.80806540674595,8.065370980342058,7.746383990500729,8.056904792785645,793424800,0.0,0.0
2010-04-23,8.102862431580906,8.229550054468744,8.072929622548177,8.188732147216797,796955600,0.0,0.0
2010-04-26,8.22047953775983,8.238015832193971,8.10890930501282,8.148518562316895,479068800,0.0,0.0
2010-04-27,8.081095365828558,8.098329705940467,7.877004963512978,7.922962665557861,709343600,0.0,0.0
2010-04-28,7.9595439033863356,7.982219974275359,7.752731936201085,7.9096550941467285,758402400,0.0,0.0
2010-04-29,7.9525923144875845,8.163637458729086,7.92205477363697,8.122517585754395,558840800,0.0,0.0
2010-04-30,8.142776117920079,8.180873165849048,7.891518553970106,7.89423942565918,542463600,0.0,0.0
2010-05-03,7.977382870357667,8.099535405640585,7.948355949782027,8.053274154663086,454342000,0.0,0.0
2010-05-04,7.948661854441117,7.960755600845911,7.763014490743576,7.82136869430542,723819600,0.0,0.0
2010-05-05,7.6505387213203875,7.805043036110802,7.520524670583157,7.7400360107421875,883103200,0.0,0.0
2010-05-06,7.674727575543392,7.808369195169081,6.024462886501818,7.4455413818359375,1285860800,0.0,0.0
2010-05-07,7.368740791258073,7.455214427186085,6.809379799070234,7.131389617919922,1676018400,0.0,0.0
2010-05-10,7.566485013546989,7.699521928142183,7.514479219136273,7.679565906524658,984306400,0.0,0.0
2010-05-11,7.614554869232402,7.857952458657791,7.574039738388607,7.756058692932129,848906800,0.0,0.0
2010-05-12,7.838302210124574,7.955919756461557,7.821976173217971,7.924474716186523,654379600,0.0,0.0
2010-05-13,7.9586389421787045,8.012458901115556,7.752431636862945,7.811694145202637,599712400,0.0,0.0
2010-05-14,7.714937728155443,7.754848941462753,7.543803858168915,7.674421787261963,759362800,0.0,0.0
2010-05-17,7.701032613333733,7.745781663671966,7.489684685376323,7.686519145965576,762834800,0.0,0.0
2010-05-18,7.769968406836174,7.81743831907453,7.566783941422577,7.630279541015625,782678400,0.0,0.0
2010-05-19,7.543806199217509,7.647212226402539,7.403210625011985,7.508732795715332,1025726800,0.0,0.0
2010-05-20,7.313409312434377,7.372974590808084,7.141973439674137,7.188839435577393,1282915200,0.0,0.0
2010-05-21,7.039474019157467,7.392627746567354,6.995027742134204,7.326714038848877,1223891200,0.0,0.0
2010-05-24,7.4766813995236,7.5861346805621155,7.445841097168222,7.460958480834961,754238800,0.0,0.0
2010-05-25,7.236911420247778,7.460957741385652,7.170695768475583,7.414395332336426,1048006400,0.0,0.0
2010-05-26,7.561342647905213,7.6233260282692346,7.36994995732136,7.380835056304932,850654000,0.0,0.0
2010-05-27,7.577065891661999,7.676541598207336,7.532014880773717,7.660213947296143,666282400,0.0,0.0
2010-05-28,7.842838925836174,7.843140886067556,7.6602143467531185,7.766946792602539,815614800,0.0,0.0
2010-06-01,7.851905808068204,8.040878740743405,7.829833654560834,7.886374473571777,876472800,0.0,0.0
2010-06-02,7.998551149239723,8.006412610456866,7.871258776131375,7.980712890625,688548000,0.0,0.0
2010-06-03,8.017900528560975,8.029088394752554,7.873676604657254,7.955615997314453,650106800,0.0,0.0
2010-06-04,7.807161326250585,7.918730806658759,7.69891825324167,7.739131450653076,758304400,0.0,0.0
2010-06-07,7.809576821826794,7.835579304797104,7.5755520529537534,7.587344646453857,886942000,0.0,0.0
